,Peleador_A,Peleador_B,DATE,CATEGORY,WINNER,METHOD,TIME,ROUND,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,TOTAL_STR_A_x,TOTAL_STR_A_y,TOTAL_STR_B_x,TOTAL_STR_B_y,TD_A_x,TD_A_y,TD_B_x,TD_B_y,STR_HEAD_A_x,STR_HEAD_A_y,STR_HEAD_B_x,STR_HEAD_B_y,STR_BODY_A_x,STR_BODY_A_y,STR_BODY_B_x,STR_BODY_B_y,STR_LEG_A_x,STR_LEG_A_y,STR_LEG_B_x,STR_LEG_B_y,STR_DISTANCE_A_x,STR_DISTANCE_A_y,STR_DISTANCE_B_x,STR_DISTANCE_B_y,STR_CLINCH_A_x,STR_CLINCH_A_y,STR_CLINCH_B_x,STR_CLINCH_B_y,STR_GROUND_A_x,STR_GROUND_A_y,STR_GROUND_B_x,STR_GROUND_B_y,KD_DIFF,SIG_STR_DIFF,TD_DIFF,SUB_ATT_DIFF,REV_DIFF,CTRL_DIFF,STRIKER_A,STRIKER_B,GRAPPLER_A,GRAPPLER_B,TITLE_FIGHT,WOMEN,Loss_A,Win_A,Draw_A,Loss_B,Win_B,Draw_B,Peleas_A,Peleas_B,Puntos_A,Puntos_B,Racha_A,Racha_B,Victorias_KO_A,Victorias_KO_B,Victorias_Sub_A,Victorias_Sub_B,Victorias_Decision_A,Victorias_Decision_B,Derrotas_KO_A,Derrotas_KO_B,Derrotas_Sub_A,Derrotas_Sub_B,Derrotas_Decision_A,Derrotas_Decision_B
7343,Manuel Torres,Chris Duncan,2024-02-24,LIGHTWEIGHT,False,Submission,106,1,0,0,0.6,0.5,1.0,0.33,1,0,0,0,42,40,5,7,1,2,2,2,1,3,2,4,1,2,1,1,0,0,0,0,0,0,0,2,1,2,2,2,0,0,1,1,0,0,0,0.09999999999999998,0.41666666666666663,1,0,2,2.3333333333333335,0.5,0.25,1.0,False,False,14.0,2.0,0.0,11.0,1.0,0.0,2,2,109.4354891599479,67.0265580931505,2,2,2,0,1,0,0,2,0,0,0,1,0,0
7341,Daniel Zellhuber,Francisco Prado,2024-02-24,LIGHTWEIGHT,False,Decision - Unanimous,300,3,0,0,0.44,0.36,0.0,0.0,0,0,0,0,5,25,120,272,91,249,0,0,0,0,87,228,30,155,25,36,26,47,8,8,34,44,117,268,88,244,3,4,2,2,0,0,0,0,0,0.08000000000000002,0.0,0,0,-20,272.0,249.0,0.0,0.0,False,False,14.0,1.0,0.0,12.0,1.0,0.0,3,2,111.86796964667197,17.729942815571754,2,1,0,1,1,0,2,0,0,0,0,0,1,2
7340,Cristian Quinonez,Raoni Barcelos,2024-02-24,BANTAMWEIGHT,True,Submission,124,3,0,0,0.35,0.58,0.28,0.16,0,2,0,0,193,62,43,99,48,81,2,7,2,12,17,67,26,54,3,6,5,7,9,9,12,13,26,75,38,68,3,7,4,5,0,0,1,1,0,-0.22999999999999998,0.09615384615384615,-2,0,131,12.375,6.230769230769231,0.07,0.14634146341463414,False,False,,,,17.0,5.0,0.0,2,10,0.0,0.0,0,0,1,2,0,2,0,3,0,1,2,0,0,3
7339,Yair Rodriguez,Brian Ortega,2024-02-24,FEATHERWEIGHT,True,Submission,58,3,1,0,0.47,0.38,0.0,0.5,0,1,0,0,92,321,64,135,47,104,0,1,3,6,36,91,26,69,11,15,2,4,8,9,0,0,34,86,13,50,9,12,2,3,12,17,13,20,1,0.08999999999999997,-0.42857142857142855,-1,0,-229,67.5,14.857142857142858,0.007352941176470588,0.05714285714285714,False,False,16.0,4.0,0.0,15.0,3.0,0.0,14,11,347.5224364819518,102.47260467294039,0,0,4,3,1,4,5,1,2,2,1,0,1,1
7344,Jesus Aguilar,Mateus Mendonca,2024-02-24,FLYWEIGHT,False,Decision - Split,300,3,0,0,0.52,0.45,0.25,0.5,1,1,1,0,291,524,38,62,43,90,1,4,4,8,10,24,15,35,4,4,3,4,5,8,0,1,11,21,7,21,4,5,2,2,4,10,9,17,0,0.07,-0.2444444444444444,0,1,-233,12.4,10.0,0.06349206349206349,0.08791208791208792,False,False,9.0,3.0,0.0,,,,2,2,17.651492555073172,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,2
7342,Yazmin Jauregui,Sam Hughes,2024-02-24,STRAWWEIGHT,False,Decision - Unanimous,300,3,0,0,0.34,0.42,0.0,0.0,0,0,0,0,0,17,97,272,88,206,0,0,0,6,52,197,40,143,24,42,17,24,18,30,26,30,84,253,80,190,10,16,3,7,0,0,0,0,0,-0.07999999999999996,0.0,0,0,-17,272.0,29.428571428571427,0.0,0.028985507246376812,False,True,10.0,1.0,0.0,8.0,5.0,0.0,3,7,44.737726111498525,81.0790073148865,0,1,1,1,0,0,2,2,1,1,0,0,0,4
7359,Ludovit Klein,AJ Cunningham,2024-03-02,LIGHTWEIGHT,False,KO/TKO,276,1,1,0,0.65,0.48,0.66,0.0,0,0,0,0,27,26,63,95,36,77,2,3,0,0,38,66,15,49,21,23,10,14,1,2,11,12,54,84,34,72,2,2,2,3,4,5,0,0,1,0.17000000000000004,0.5,0,0,1,23.75,77.0,0.03125,0.0,False,False,20.0,4.0,1.0,,,,7,0,154.2608717041576,0.0,4,0,2,0,0,0,4,0,0,1,1,0,1,0
7361,Vinicius Oliveira,Benardo Sopaj,2024-03-02,BANTAMWEIGHT,False,KO/TKO,281,3,1,0,0.46,0.52,0.5,0.75,0,0,0,0,96,268,88,170,92,146,2,4,3,4,39,91,42,81,11,20,1,3,17,33,2,2,49,112,21,55,3,13,0,2,15,19,24,29,1,-0.06,-0.19999999999999996,0,0,-172,34.0,29.2,0.023391812865497075,0.027210884353741496,False,False,19.0,3.0,0.0,11.0,2.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7360,Abdul-Kareem Al-Selwady,Loik Radzhabov,2024-03-02,LIGHTWEIGHT,True,KO/TKO,49,3,0,1,0.55,0.43,0.42,0.8,0,0,0,0,164,87,50,84,57,115,3,7,4,5,15,34,33,72,8,11,6,15,15,23,0,3,34,61,18,63,4,7,2,2,0,0,19,25,-1,0.12000000000000005,-0.29166666666666663,0,0,77,10.5,19.166666666666668,0.08235294117647059,0.04310344827586207,False,False,15.0,3.0,0.0,17.0,5.0,1.0,0,2,0.0,0.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
7353,Alex Perez,Muhammad Mokaev,2024-03-02,FLYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.34,0.45,0.0,0.15,0,0,0,0,224,269,47,114,56,119,0,0,3,20,22,73,34,85,3,5,9,12,5,9,4,7,19,74,31,81,2,3,3,3,9,10,13,20,0,-0.10999999999999999,-0.14285714285714285,0,0,-45,114.0,5.666666666666667,0.0,0.16666666666666666,False,False,24.0,7.0,0.0,11.0,0.0,0.0,9,5,25.529294972937507,259.5936534116739,0,5,2,0,2,4,2,2,1,0,2,0,1,0
7357,Aiemann Zahabi,Javid Basharat,2024-03-02,BANTAMWEIGHT,False,Decision - Unanimous,300,3,0,0,0.43,0.32,0.0,0.0,0,0,0,0,13,0,77,176,67,205,0,0,0,4,51,130,33,147,16,26,27,44,8,18,7,14,74,172,67,203,1,2,0,2,0,0,0,0,0,0.10999999999999999,0.0,0,0,13,176.0,41.0,0.0,0.019417475728155338,False,False,10.0,2.0,0.0,14.0,0.0,0.0,6,4,158.93647269237584,71.85908681401237,3,0,2,0,0,0,3,3,1,0,0,0,1,1
7354,Umar Nurmagomedov,Bekzat Almakhan,2024-03-02,BANTAMWEIGHT,False,Decision - Unanimous,300,3,0,1,0.69,0.18,1.0,0.0,0,0,0,0,686,34,145,197,5,25,5,5,0,0,64,94,1,13,0,0,2,3,4,4,0,0,7,13,3,16,0,0,0,0,61,85,0,0,-1,0.51,0.8333333333333334,0,0,652,32.833333333333336,25.0,0.025252525252525252,0.0,False,False,16.0,0.0,0.0,11.0,1.0,0.0,4,0,219.46348534825415,0.0,4,0,1,0,2,0,2,0,0,0,0,0,0,1
7355,Matt Schnell,Steve Erceg,2024-03-02,FLYWEIGHT,True,KO/TKO,26,2,0,1,0.28,0.47,0.0,0.0,0,0,0,0,0,5,25,84,34,72,0,0,0,1,18,70,24,60,1,5,9,11,3,3,1,1,21,74,30,67,1,4,4,5,0,0,0,0,-1,-0.18999999999999995,0.0,0,0,-5,84.0,36.0,0.0,0.0136986301369863,False,False,16.0,7.0,0.0,11.0,1.0,0.0,12,2,9.80939977633777,76.3063602007191,0,2,0,1,3,0,3,2,5,0,1,0,0,0
7352,Vitor Petrino,Tyson Pedro,2024-03-02,LIGHTHEAVYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.36,0.5,0.6,0.0,0,0,0,0,324,10,33,82,33,64,3,5,0,2,16,59,3,29,4,8,11,15,7,8,16,16,25,72,29,59,0,0,1,1,2,3,0,0,0,-0.14,0.5,0,0,314,13.666666666666666,21.333333333333332,0.060240963855421686,0.03076923076923077,False,False,10.0,0.0,0.0,10.0,4.0,0.0,3,10,191.51050398669892,99.50687663581574,3,1,1,4,1,2,2,0,0,1,0,1,0,3
7351,Jairzinho Rozenstruik,Shamil Gaziev,2024-03-02,HEAVYWEIGHT,False,KO/TKO,300,4,0,0,0.59,0.32,0.0,0.14,0,0,0,0,1,272,140,230,27,75,0,1,1,7,78,158,16,59,30,37,5,8,19,20,1,1,123,209,17,60,4,6,4,6,0,0,1,2,0,0.26999999999999996,-0.125,0,0,-271,115.0,9.375,0.004329004329004329,0.09210526315789473,False,False,13.0,5.0,0.0,12.0,0.0,0.0,12,1,0.0,19.51901424484141,0,1,8,1,0,0,0,0,2,1,1,0,2,0
7356,Eryk Anders,Jamie Pickett,2024-03-02,MIDDLEWEIGHT,False,Decision - Unanimous,300,3,0,1,0.38,0.36,0.38,0.0,0,0,0,0,608,16,83,147,26,64,5,13,0,0,14,48,11,45,7,9,8,9,2,2,1,1,12,38,12,46,7,9,8,8,4,12,0,1,-1,0.020000000000000018,0.35714285714285715,0,0,592,10.5,64.0,0.08783783783783784,0.0,False,False,15.0,8.0,0.0,13.0,10.0,0.0,16,8,0.0,0.0,0,0,4,0,0,0,4,2,1,2,1,2,6,3
7358,Christian Leroy Duncan,Claudio Ribeiro,2024-03-02,MIDDLEWEIGHT,False,KO/TKO,117,2,0,0,0.7,0.15,0.5,0.0,0,0,0,0,135,63,75,105,13,39,1,2,0,0,39,62,1,19,8,10,1,3,18,20,2,4,31,50,4,24,12,15,0,2,22,27,0,0,0,0.5499999999999999,0.3333333333333333,0,0,72,35.0,39.0,0.018867924528301886,0.0,False,False,9.0,1.0,0.0,11.0,4.0,0.0,3,3,19.18500433803328,0.0,1,0,3,1,0,0,0,0,0,3,0,0,1,0
7370,Ion Cutelaba,Philipe Lins,2024-03-09,LIGHTHEAVYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.48,0.58,0.0,0.28,0,0,0,0,16,334,119,171,73,121,0,1,2,7,33,82,37,82,9,9,7,9,5,6,23,24,42,90,57,100,5,7,5,8,0,0,5,7,0,-0.09999999999999998,-0.25,0,0,-318,85.5,15.125,0.005813953488372093,0.05737704918032787,False,False,17.0,9.0,1.0,17.0,5.0,0.0,15,5,16.73025943714336,118.4713943157941,1,3,4,1,0,0,2,3,3,1,4,0,3,1
7375,Pedro Munhoz,Kyler Phillips,2024-03-09,BANTAMWEIGHT,True,Decision - Unanimous,300,3,0,0,0.37,0.41,0.12,0.0,0,0,0,0,24,2,52,140,115,276,1,8,0,0,23,99,74,224,17,24,17,24,12,17,23,27,48,134,111,269,3,5,2,5,1,1,1,1,0,-0.03999999999999998,0.1111111111111111,0,0,22,15.555555555555555,276.0,0.05673758865248227,0.0,False,False,20.0,8.0,0.0,11.0,2.0,0.0,20,6,17.02121020263351,120.74816207771684,0,2,3,1,3,1,4,4,0,0,0,0,9,1
7374,Joanne Wood,Maryna Moroz,2024-03-09,FLYWEIGHT,False,Decision - Split,300,3,0,0,0.54,0.52,1.0,0.5,0,0,0,0,12,371,173,290,156,255,1,1,1,2,74,175,79,160,39,45,23,33,23,29,0,2,112,216,79,169,23,31,19,22,1,2,4,4,0,0.020000000000000018,0.16666666666666669,0,0,-359,145.0,85.0,0.003436426116838488,0.0078125,False,True,16.0,8.0,0.0,11.0,5.0,0.0,16,11,5.586718374915799,0.0,1,0,1,0,1,2,7,4,0,0,5,1,3,5
7373,CJ Vergara,Asu Almabayev,2024-03-09,FLYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.54,0.57,0.0,0.64,0,0,0,0,14,572,66,92,85,132,0,0,9,14,13,32,22,53,14,17,9,11,2,4,13,13,22,46,23,51,4,4,8,10,3,3,13,16,0,-0.029999999999999916,-0.6,0,0,-558,92.0,8.8,0.0,0.10526315789473684,False,False,,,,18.0,2.0,0.0,5,1,63.307130082408015,17.248154457750836,2,1,1,0,0,1,2,1,0,0,1,0,2,0
7372,Robelis Despaigne,Josh Parisian,2024-03-09,HEAVYWEIGHT,False,KO/TKO,18,1,1,0,0.77,0.4,0.0,0.0,0,0,0,0,2,0,7,9,2,5,0,0,0,0,7,9,1,4,0,0,1,1,0,0,0,0,5,7,2,5,0,0,0,0,2,2,0,0,1,0.37,0.0,0,0,2,9.0,5.0,0.0,0.0,False,False,4.0,0.0,0.0,15.0,7.0,0.0,0,6,0.0,0.0,0,0,1,1,0,0,0,1,0,2,0,1,0,2
7371,Michel Pereira,Michal Oleksiejczuk,2024-03-09,MIDDLEWEIGHT,False,Submission,61,1,0,0,0.73,0.25,0.0,0.0,1,0,0,0,18,0,11,15,1,4,0,0,0,0,5,9,0,3,6,6,1,1,0,0,0,0,9,13,1,4,2,2,0,0,0,0,0,0,0,0.48,0.0,1,0,18,15.0,4.0,0.0,0.0,False,False,29.0,11.0,0.0,19.0,6.0,0.0,9,12,299.62238222854893,123.53853137622175,6,1,2,6,2,0,4,1,0,0,0,4,1,1
7369,Katlyn Cerminara,Maycee Barber,2024-03-09,FLYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.43,0.56,0.16,1.0,0,0,0,0,172,285,99,186,122,189,1,6,4,4,44,122,59,121,21,27,18,22,1,3,7,7,43,124,44,107,23,28,36,39,0,0,4,4,0,-0.13000000000000006,-0.6571428571428573,0,0,-113,26.571428571428573,37.8,0.03208556149732621,0.021052631578947368,False,True,18.0,5.0,0.0,13.0,2.0,0.0,16,10,114.10223647403018,255.77850291263508,0,5,0,4,0,0,11,5,2,0,0,0,4,2
7367,Curtis Blaydes,Jailton Almeida,2024-03-09,HEAVYWEIGHT,False,KO/TKO,36,2,0,0,0.64,0.33,0.0,0.69,0,0,0,0,9,279,19,28,9,11,0,0,9,13,16,25,1,3,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,16,20,0,0,0,0.31,-0.6428571428571429,0,0,-270,28.0,0.7857142857142857,0.0,1.0833333333333333,False,False,17.0,4.0,0.0,20.0,2.0,0.0,17,6,202.93647317610757,310.79218123238667,0,6,8,2,0,3,5,1,4,1,0,0,0,0
7365,Gilbert Burns,Jack Della Maddalena,2024-03-09,WELTERWEIGHT,True,KO/TKO,223,3,0,1,0.46,0.54,0.63,0.0,0,0,0,0,307,16,31,63,85,146,7,11,0,1,16,43,54,104,8,11,9,15,3,4,4,4,23,52,47,100,3,5,4,6,1,1,16,17,-1,-0.08000000000000002,0.5833333333333334,0,0,291,5.25,73.0,0.171875,0.006802721088435374,False,False,22.0,6.0,0.0,16.0,2.0,0.0,21,6,202.60486727165335,270.9321378277551,0,6,3,4,5,1,7,2,3,0,0,0,4,0
7364,Kevin Holland,Michael Page,2024-03-09,WELTERWEIGHT,True,Decision - Unanimous,300,3,0,0,0.47,0.66,0.4,0.0,1,0,0,0,262,86,64,99,59,81,2,5,0,3,11,37,28,47,4,6,8,10,14,18,5,5,18,47,38,58,4,5,2,3,7,9,1,1,0,-0.19000000000000006,0.3333333333333333,1,0,176,16.5,20.25,0.05,0.036585365853658534,False,False,25.0,10.0,0.0,21.0,2.0,0.0,20,0,126.60412070762084,0.0,0,0,5,0,4,0,3,1,1,0,2,0,5,0
7363,Sean O'Malley,Marlon Vera,2024-03-09,BANTAMWEIGHT,False,Decision - Unanimous,300,5,0,0,0.64,0.36,0.0,0.0,0,0,0,0,3,0,232,358,89,241,0,0,0,0,150,268,41,165,61,68,14,35,19,20,34,41,227,352,85,235,3,4,4,6,0,0,0,0,0,0.28,0.0,0,0,3,358.0,241.0,0.0,0.0,True,False,17.0,1.0,0.0,23.0,8.0,1.0,11,22,682.8891272972136,250.9835638619311,6,1,6,7,0,4,4,4,1,0,0,0,0,8
7362,Dustin Poirier,Benoit Saint Denis,2024-03-09,LIGHTWEIGHT,False,KO/TKO,152,2,1,0,0.82,0.67,0.0,0.42,4,1,0,0,31,293,30,37,69,97,0,1,3,7,24,30,25,46,3,3,18,20,1,1,7,8,23,25,17,37,4,8,31,35,1,1,2,2,1,0.1499999999999999,-0.375,3,0,-262,18.5,12.125,0.02631578947368421,0.07142857142857142,False,False,29.0,8.0,0.0,,,,29,6,231.60928615868104,357.35855215831305,0,5,11,3,4,2,7,0,3,1,3,0,1,1
7368,Mateusz Gamrot,Rafael Dos Anjos,2024-03-09,LIGHTWEIGHT,False,Decision - Unanimous,300,3,0,1,0.55,0.46,0.57,0.0,0,0,0,0,421,11,111,163,39,82,11,19,0,0,48,90,24,61,9,12,5,9,0,0,7,8,46,88,26,67,6,8,7,8,5,6,3,3,-1,0.09000000000000002,0.55,0,0,410,8.15,82.0,0.11585365853658537,0.0,False,False,23.0,2.0,0.0,32.0,15.0,0.0,8,34,288.53576830143703,116.90194067442792,2,0,3,4,1,5,3,12,0,3,0,1,2,10
7366,Petr Yan,Song Yadong,2024-03-09,BANTAMWEIGHT,False,Decision - Unanimous,300,3,0,0,0.54,0.5,0.4,0.12,0,0,0,0,107,100,129,217,104,192,2,5,1,8,68,142,71,147,22,31,9,15,9,10,6,10,86,170,79,164,4,4,5,6,9,9,2,2,0,0.040000000000000036,0.2222222222222222,0,0,7,36.166666666666664,21.333333333333332,0.022935779816513763,0.04145077720207254,False,False,16.0,5.0,0.0,21.0,7.0,1.0,12,13,297.2241391739741,299.3887123710119,0,2,4,5,0,1,5,5,0,1,0,0,3,2
7385,Jaqueline Amorim,Cory McKenna,2024-03-16,STRAWWEIGHT,False,Submission,98,1,0,0,0.6,0.36,0.0,1.0,4,0,0,0,0,56,3,5,8,17,0,0,1,1,1,3,1,7,2,2,0,0,0,0,3,4,2,4,3,10,0,0,1,1,1,1,0,0,0,0.24,-0.5,4,0,-56,5.0,8.5,0.0,0.05555555555555555,False,True,7.0,1.0,0.0,,,,2,4,18.046298068486244,67.0638455805811,1,2,1,0,1,1,0,2,0,0,0,1,1,1
7376,Tai Tuivasa,Marcin Tybura,2024-03-16,HEAVYWEIGHT,True,Submission,248,1,0,0,0.62,0.65,0.0,0.25,0,1,0,0,0,168,18,27,73,96,0,0,1,4,9,17,23,34,1,2,4,7,5,5,0,0,8,17,8,20,7,7,0,0,0,0,19,21,0,-0.030000000000000027,-0.2,-1,0,-168,27.0,19.2,0.0,0.041237113402061855,False,False,15.0,6.0,0.0,24.0,8.0,0.0,14,18,0.0,83.65410499376773,0,0,7,4,0,1,1,7,3,4,3,0,1,3
7388,Jafel Filho,Ode Osbourne,2024-03-16,FLYWEIGHT,False,Submission,267,1,0,0,0.6,0.0,1.0,0.0,2,0,0,0,201,4,43,66,1,6,1,1,0,0,18,31,0,4,2,2,0,1,1,2,0,0,3,7,0,5,0,0,0,0,18,28,0,0,0,0.6,0.5,2,0,197,33.0,6.0,0.014925373134328358,0.0,False,False,15.0,3.0,0.0,12.0,6.0,0.0,2,8,17.09630322594357,30.93884101398048,1,0,0,2,2,0,0,2,0,2,1,3,0,0
7387,Charalampos Grigoriou,Chad Anheliger,2024-03-16,BANTAMWEIGHT,True,Decision - Unanimous,300,3,0,0,0.32,0.54,0.8,0.0,0,0,0,0,324,94,26,70,144,220,4,5,0,2,16,53,57,122,2,7,10,13,3,5,18,20,21,64,68,137,0,0,12,12,0,1,5,6,0,-0.22000000000000003,0.6666666666666666,0,0,230,11.666666666666666,73.33333333333333,0.07042253521126761,0.00904977375565611,False,False,8.0,3.0,0.0,12.0,7.0,0.0,0,3,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
7386,Thiago Moises,Mitch Ramirez,2024-03-16,LIGHTWEIGHT,False,KO/TKO,15,3,1,0,0.64,0.33,1.0,0.0,1,0,0,0,396,21,53,72,28,65,2,2,0,0,10,23,4,32,3,4,5,7,12,12,7,9,17,30,13,45,2,2,3,3,6,7,0,0,1,0.31,0.6666666666666666,1,0,375,24.0,65.0,0.0273972602739726,0.0,False,False,,,,8.0,1.0,0.0,11,0,0.0,0.0,0,0,1,0,3,0,3,0,2,1,1,0,2,0
7383,Josiane Nunes,Chelsea Chandler,2024-03-16,BANTAMWEIGHT,True,Decision - Unanimous,300,3,0,0,0.44,0.44,0.0,1.0,0,0,0,0,26,422,49,108,100,176,0,0,2,2,37,85,43,107,9,19,13,21,1,1,2,2,43,101,43,106,4,4,2,3,0,0,13,21,0,0.0,-0.6666666666666666,0,0,-396,108.0,58.666666666666664,0.0,0.011299435028248588,False,True,10.0,1.0,0.0,5.0,2.0,0.0,3,2,77.87280317132158,0.0,3,0,1,1,0,0,2,1,0,0,0,0,1,1
7384,Josh Culibao,Danny Silva,2024-03-16,FEATHERWEIGHT,True,Decision - Split,300,3,0,0,0.43,0.42,0.0,0.44,0,1,0,0,3,328,89,205,56,119,0,4,4,9,59,168,28,82,20,26,11,18,8,8,6,7,86,199,44,106,1,3,1,1,0,0,0,0,0,0.010000000000000009,-0.4,-1,0,-325,41.0,11.9,0.019417475728155338,0.075,False,False,11.0,2.0,1.0,8.0,1.0,0.0,6,0,111.07304457005868,0.0,0,0,0,0,1,0,3,1,1,0,0,0,2,0
7381,Gerald Meerschaert,Bryan Barberena,2024-03-16,MIDDLEWEIGHT,False,Submission,263,2,0,0,0.64,0.32,0.42,0.0,2,0,0,0,303,3,30,36,25,50,3,7,0,0,7,12,9,29,2,3,0,0,2,2,3,8,11,17,10,34,0,0,0,0,0,0,2,3,0,0.32,0.375,2,0,300,4.5,50.0,0.1891891891891892,0.0,False,False,35.0,17.0,0.0,18.0,11.0,0.0,19,18,96.92462193808078,0.0,0,0,1,4,10,1,0,4,4,2,1,3,4,5
7379,Christian Rodriguez,Isaac Dulgarian,2024-03-16,FEATHERWEIGHT,False,Decision - Split,300,3,0,0,0.63,0.5,0.0,0.43,0,2,0,0,199,562,97,135,56,89,0,0,7,16,43,71,17,39,4,4,2,2,1,1,3,3,21,40,14,34,10,10,1,1,17,26,7,9,0,0.13,-0.4117647058823529,-2,0,-363,135.0,5.235294117647059,0.0,0.17777777777777778,False,False,10.0,1.0,0.0,6.0,0.0,0.0,4,1,142.20479300691102,18.046298068486244,3,1,0,1,1,0,3,0,0,0,0,0,1,1
7378,Ovince Saint Preux,Kennedy Nzechukwu,2024-03-16,LIGHTHEAVYWEIGHT,False,Decision - Split,300,3,1,0,0.51,0.42,0.0,0.0,0,0,0,0,6,8,143,276,106,250,0,2,0,1,98,223,85,213,32,39,19,35,13,14,2,2,131,262,93,235,11,13,13,15,1,1,0,0,1,0.09000000000000002,0.0,0,0,-2,92.0,125.0,0.007220216606498195,0.00398406374501992,False,False,26.0,17.0,0.0,12.0,4.0,0.0,26,10,22.59166553314838,48.09442863747181,0,0,6,4,5,1,4,1,4,2,3,1,5,2
7377,Bryan Battle,Ange Loosa,2024-03-16,WELTERWEIGHT,True,Could Not Continue,60,2,0,0,0.36,0.42,0.5,0.0,0,0,0,0,93,0,28,78,26,58,1,2,0,1,16,56,6,34,10,18,8,9,1,1,9,11,24,69,22,53,3,5,1,1,0,1,0,0,0,-0.06,0.3333333333333333,0,0,93,26.0,29.0,0.02531645569620253,0.01694915254237288,False,False,11.0,1.0,0.0,9.0,3.0,0.0,6,3,155.49449102167532,61.763151523939484,2,2,2,0,2,0,1,2,0,0,0,0,1,1
7382,Natan Levy,Mike Davis,2024-03-16,LIGHTWEIGHT,True,Submission,103,2,0,1,0.88,0.42,1.0,0.0,0,1,0,0,34,311,18,20,10,15,1,1,0,0,2,3,3,6,5,5,0,1,1,1,0,0,5,6,1,2,0,0,0,0,3,3,2,5,-1,0.46,0.5,-1,0,-277,10.0,15.0,0.047619047619047616,0.0,False,False,8.0,1.0,0.0,10.0,2.0,0.0,3,4,52.973869357908704,69.33210578314436,2,3,0,1,0,1,2,2,0,0,1,1,1,0
7380,Pannie Kianzad,Macy Chiasson,2024-03-16,BANTAMWEIGHT,True,Submission,234,1,0,0,0.33,0.4,0.5,1.0,0,1,0,1,52,148,29,35,5,11,1,2,2,2,1,5,3,8,0,0,1,2,1,1,0,0,2,4,3,9,0,1,1,1,0,1,0,0,0,-0.07,-0.3333333333333333,-1,-1,-96,11.666666666666666,3.6666666666666665,0.05555555555555555,0.16666666666666666,False,True,17.0,7.0,0.0,9.0,3.0,0.0,9,9,53.85266803998193,5.554855511198596,0,0,0,2,0,2,5,3,0,1,2,1,3,1
7389,Amanda Ribas,Rose Namajunas,2024-03-23,FLYWEIGHT,True,Decision - Unanimous,300,5,0,0,0.3,0.49,0.5,0.33,0,0,0,1,98,419,137,342,169,281,4,8,1,3,39,195,45,124,19,42,44,60,25,33,4,4,76,259,81,176,4,6,12,12,3,5,0,0,0,-0.19,0.19444444444444442,0,-1,-321,38.0,70.25,0.023323615160349854,0.010638297872340425,False,True,12.0,4.0,0.0,12.0,6.0,0.0,10,14,115.75047529060947,379.336155114907,1,0,1,2,2,3,4,5,2,1,0,1,2,3
7401,Mohammed Usman,Mick Parkin,2024-03-23,HEAVYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.34,0.48,0.0,0.0,0,0,0,0,0,0,57,168,72,150,0,0,0,0,26,114,37,109,30,52,4,4,1,1,31,37,57,167,71,149,0,0,1,1,0,0,0,0,0,-0.13999999999999996,0.0,0,0,0,168.0,150.0,0.0,0.0,False,False,11.0,2.0,0.0,8.0,0.0,0.0,3,2,89.55471880460495,64.93278563496358,3,2,1,0,0,0,2,3,0,0,0,0,1,0
7400,Igor Severino,Andre Lima,2024-03-23,FLYWEIGHT,True,DQ,172,2,0,0,0.46,0.51,0.55,0.5,0,2,0,0,180,24,40,85,38,66,5,9,1,2,17,55,16,40,9,13,8,12,10,10,6,6,31,71,29,56,4,5,1,2,1,2,0,0,0,-0.04999999999999999,0.16666666666666669,-2,0,156,8.5,22.0,0.10465116279069768,0.029850746268656716,False,False,8.0,0.0,0.0,7.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,Montserrat Rendon,Daria Zhelezniakova,2024-03-23,BANTAMWEIGHT,True,Decision - Unanimous,300,3,0,0,0.17,0.38,0.5,0.0,0,0,0,0,324,1,28,156,73,171,3,6,0,0,19,134,36,125,4,11,21,25,2,2,0,0,25,137,51,144,0,8,6,6,0,2,0,0,0,-0.21,0.42857142857142855,0,0,323,22.285714285714285,171.0,0.03821656050955414,0.0,False,True,6.0,0.0,0.0,8.0,1.0,0.0,1,0,6.299657925098346,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
