,Peleador_A,Peleador_B,DATE,CATEGORY,WINNER,METHOD,TIME,ROUND,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,TOTAL_STR_A_x,TOTAL_STR_A_y,TOTAL_STR_B_x,TOTAL_STR_B_y,TD_A_x,TD_A_y,TD_B_x,TD_B_y,STR_HEAD_A_x,STR_HEAD_A_y,STR_HEAD_B_x,STR_HEAD_B_y,STR_BODY_A_x,STR_BODY_A_y,STR_BODY_B_x,STR_BODY_B_y,STR_LEG_A_x,STR_LEG_A_y,STR_LEG_B_x,STR_LEG_B_y,STR_DISTANCE_A_x,STR_DISTANCE_A_y,STR_DISTANCE_B_x,STR_DISTANCE_B_y,STR_CLINCH_A_x,STR_CLINCH_A_y,STR_CLINCH_B_x,STR_CLINCH_B_y,STR_GROUND_A_x,STR_GROUND_A_y,STR_GROUND_B_x,STR_GROUND_B_y,KD_DIFF,SIG_STR_DIFF,TD_DIFF,SUB_ATT_DIFF,REV_DIFF,CTRL_DIFF,STRIKER_A,STRIKER_B,GRAPPLER_A,GRAPPLER_B,TITLE_FIGHT,WOMEN,Loss_A,Win_A,Draw_A,Loss_B,Win_B,Draw_B,Peleas_A,Peleas_B,Puntos_A,Puntos_B,Racha_A,Racha_B,Victorias_KO_A,Victorias_KO_B,Victorias_Sub_A,Victorias_Sub_B,Victorias_Decision_A,Victorias_Decision_B,Derrotas_KO_A,Derrotas_KO_B,Derrotas_Sub_A,Derrotas_Sub_B,Derrotas_Decision_A,Derrotas_Decision_B
2000,Clay Guida,Hatsu Hioki,2013-01-26,FEATHERWEIGHT,False,Decision - Split,300,3,0,0,0.23,0.41,0.5,0.0,0,1,0,0,513,10,40,136,74,138,3,6,0,0,14,85,29,74,2,9,9,20,10,18,3,5,22,100,36,91,1,2,2,5,3,10,3,3,0,-0.17999999999999997,0.42857142857142855,-1,0,503,19.428571428571427,138.0,0.043795620437956206,0.0,False,False,29.0,10.0,0.0,26.0,4.0,2.0,16,3,5.991711910770862,0.3581351546737488,0,0,1,0,4,0,5,2,0,0,2,0,5,2
1999,Simeon Thoresen,David Mitchell,2013-01-26,WELTERWEIGHT,True,Decision - Unanimous,300,3,0,0,0.42,0.37,1.0,0.5,0,2,0,1,217,242,52,119,121,234,1,1,1,2,36,98,52,145,6,9,7,10,7,8,1,4,39,93,41,120,10,20,6,14,0,2,13,25,0,0.04999999999999999,0.16666666666666669,-2,-1,-25,59.5,78.0,0.008333333333333333,0.00851063829787234,False,False,17.0,3.0,1.0,,,,2,2,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,1,2
1997,Mike Russow,Shawn Jordan,2013-01-26,HEAVYWEIGHT,True,KO/TKO,228,2,0,0,0.55,0.58,0.16,1.0,0,0,0,0,218,124,29,51,56,88,1,6,2,2,25,45,39,68,0,0,3,4,0,0,0,0,15,27,11,36,10,18,9,13,0,0,22,23,0,-0.029999999999999916,-0.5238095238095237,0,0,94,7.285714285714286,29.333333333333332,0.11538461538461539,0.02247191011235955,False,False,15.0,2.0,0.0,13.0,4.0,0.0,5,2,5.285217062726758,0.0,0,0,2,2,0,0,2,0,2,0,0,0,0,1
1996,Ryan Bader,Vladimir Matyushenko,2013-01-26,LIGHTHEAVYWEIGHT,False,Submission,50,1,1,0,0.5,0.0,0.0,0.0,1,0,0,0,6,14,3,6,1,5,0,0,0,0,2,5,0,4,0,0,0,0,1,1,0,0,3,4,0,4,0,0,0,0,0,2,0,0,1,0.5,0.0,1,0,-8,6.0,5.0,0.0,0.0,False,False,14.0,3.0,0.0,26.0,6.0,0.0,10,11,5.061883229683555,0.22666471069461736,0,0,3,3,1,0,4,4,1,3,2,1,0,1
1990,TJ Grant,Matt Wiman,2013-01-26,LIGHTWEIGHT,False,KO/TKO,291,1,1,0,0.58,0.31,0.0,0.0,0,0,0,0,70,0,56,96,18,58,0,0,0,1,37,73,9,44,15,18,2,5,2,2,7,8,25,54,16,51,20,24,2,6,9,15,0,0,1,0.26999999999999996,0.0,0,0,70,96.0,29.0,0.0,0.01694915254237288,False,False,,,,15.0,6.0,0.0,9,13,7.6087292419797325,14.145904798351733,3,2,2,2,1,3,4,4,0,2,0,0,3,3
1993,Anthony Pettis,Donald Cerrone,2013-01-26,LIGHTWEIGHT,False,KO/TKO,155,1,1,0,0.64,0.33,0.0,0.0,0,0,0,0,2,0,18,28,4,12,0,0,0,0,13,21,2,8,4,6,1,2,1,1,1,2,16,26,4,12,0,0,0,0,2,2,0,0,1,0.31,0.0,0,0,2,28.0,12.0,0.0,0.0,False,False,15.0,2.0,0.0,19.0,3.0,0.0,3,7,5.215940316268561,18.054787704469682,2,2,2,2,0,2,1,2,0,1,0,0,1,1
1991,Demetrious Johnson,John Dodson,2013-01-26,FLYWEIGHT,False,Decision - Unanimous,300,5,0,1,0.51,0.36,0.33,0.25,0,0,0,0,345,154,181,303,71,170,5,15,1,4,70,154,25,109,29,44,23,35,28,49,9,12,51,158,40,133,73,84,16,22,3,5,1,1,-1,0.15000000000000002,0.11249999999999999,0,0,191,18.9375,34.0,0.049342105263157895,0.023391812865497075,True,False,16.0,2.0,1.0,15.0,5.0,0.0,6,3,9.013463248295928,11.158498675997409,2,3,0,2,0,0,5,1,0,0,0,0,2,1
1995,Mike Stumpf,Pascal Krauss,2013-01-26,WELTERWEIGHT,True,Decision - Unanimous,300,3,0,0,0.44,0.52,0.25,0.5,0,1,0,0,150,225,87,169,197,344,2,8,1,2,26,95,115,254,16,26,19,26,21,21,29,29,51,122,116,242,12,19,44,64,0,1,3,3,0,-0.08000000000000002,-0.1111111111111111,-1,0,-75,18.77777777777778,114.66666666666667,0.047058823529411764,0.005797101449275362,False,False,11.0,3.0,0.0,10.0,1.0,0.0,1,2,0.0,0.0,0,0,0,0,0,0,0,2,0,0,1,0,1,1
1992,Quinton Jackson,Glover Teixeira,2013-01-26,LIGHTHEAVYWEIGHT,True,Decision - Unanimous,300,3,0,1,0.31,0.44,0.0,1.0,0,0,0,0,5,218,54,170,103,207,0,4,5,5,45,161,70,164,5,5,9,14,3,3,1,1,49,158,48,131,4,11,9,13,0,0,23,35,-1,-0.13,-0.8333333333333334,0,0,-213,34.0,34.5,0.023391812865497075,0.02403846153846154,False,False,,,,19.0,2.0,0.0,11,2,7.11241204832708,4.87536426673969,0,2,3,1,0,1,4,1,0,0,1,0,4,0
2011,Joseph Benavidez,Ian McCall,2013-02-02,FLYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.3,0.35,0.0,0.25,0,0,0,0,26,89,62,189,54,127,0,1,1,4,33,135,18,70,12,23,13,24,12,26,9,19,52,177,30,94,5,7,8,16,0,0,2,3,0,-0.04999999999999999,-0.2,0,0,-63,94.5,25.4,0.005263157894736842,0.03125,False,False,16.0,3.0,0.0,,,,4,2,7.460220618289302,0.0,0,0,1,0,0,0,3,1,0,0,0,0,1,2
2010,Edwin Figueroa,Francisco Rivera,2013-02-02,BANTAMWEIGHT,True,KO/TKO,260,2,1,1,0.24,0.4,1.0,1.0,0,0,0,0,128,67,36,109,54,131,1,1,2,2,18,85,25,89,4,8,8,12,2,4,18,26,19,89,44,115,1,2,2,3,4,6,5,9,0,-0.16000000000000003,-0.16666666666666663,0,0,61,54.5,43.666666666666664,0.00909090909090909,0.015151515151515152,False,False,9.0,1.0,0.0,8.0,2.0,0.0,3,3,2.3009271436369074,2.7714673705744195,2,2,1,1,0,0,1,1,1,0,0,1,1,0
2009,Yves Edwards,Isaac Vallie-Flagg,2013-02-02,LIGHTWEIGHT,True,Decision - Split,300,3,0,0,0.5,0.34,0.33,0.0,0,0,0,0,171,134,64,125,129,284,1,3,0,0,32,82,47,180,14,20,18,27,12,13,11,15,46,98,52,179,12,17,24,43,0,0,0,0,0,0.15999999999999998,0.25,0,0,37,31.25,284.0,0.023809523809523808,0.0,False,False,42.0,17.0,1.0,13.0,2.0,1.0,16,0,8.761376496451762,0.0,1,0,5,0,2,0,3,1,2,0,1,0,4,0
2008,Jacob Volkmann,King Green,2013-02-02,LIGHTWEIGHT,True,Submission,265,3,0,0,0.11,0.6,0.33,1.0,0,1,0,2,337,273,11,60,69,106,4,12,1,1,4,37,34,64,1,6,14,19,1,8,6,7,3,44,17,44,0,0,9,9,3,7,28,37,0,-0.49,-0.1923076923076923,-1,-2,64,4.615384615384615,53.0,0.19672131147540983,0.009345794392523364,False,False,15.0,3.0,0.0,18.0,4.0,1.0,9,0,10.015324598033793,0.0,1,0,0,0,1,1,5,0,0,0,3,0,1,0
2007,Tyron Woodley,Jay Hieron,2013-02-02,WELTERWEIGHT,False,KO/TKO,36,1,1,0,0.68,0.0,0.0,0.0,0,0,0,0,9,0,15,22,0,2,0,0,0,0,13,19,0,2,2,3,0,0,0,0,0,0,2,5,0,2,0,0,0,0,13,17,0,0,1,0.68,0.0,0,0,9,22.0,2.0,0.0,0.0,False,False,10.0,0.0,1.0,23.0,6.0,0.0,0,3,0.0,0.0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
2006,Gleison Tibau,Evan Dunham,2013-02-02,LIGHTWEIGHT,True,Decision - Split,300,3,0,0,0.21,0.38,0.22,0.0,1,0,0,0,110,92,37,169,98,245,2,9,0,9,28,156,76,210,6,10,10,21,3,3,5,6,31,154,73,209,6,15,18,28,0,0,0,0,0,-0.17,0.2,1,0,18,16.9,24.5,0.052941176470588235,0.036585365853658534,False,False,35.0,8.0,0.0,12.0,2.0,1.0,17,9,9.570148994862668,4.200951215029866,1,0,1,2,3,1,7,4,1,1,1,0,5,2
2005,Chico Camus,Dustin Kimura,2013-02-02,BANTAMWEIGHT,True,Submission,110,3,0,0,0.56,0.28,0.33,0.0,0,5,1,1,378,56,34,55,26,67,1,3,0,0,12,28,13,50,4,5,3,4,7,8,0,2,15,31,9,44,3,3,2,3,5,7,5,9,0,0.28,0.25,-5,0,322,13.75,67.0,0.05357142857142857,0.0,False,False,12.0,2.0,0.0,10.0,0.0,0.0,1,0,0.5890181162706776,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2004,Jon Fitch,Demian Maia,2013-02-02,WELTERWEIGHT,True,Decision - Unanimous,300,3,0,0,0.37,0.7,0.0,0.41,1,3,0,0,33,771,36,55,63,74,0,0,7,17,3,12,7,11,1,2,1,2,2,2,4,4,5,14,1,5,0,1,3,4,1,1,8,8,0,-0.32999999999999996,-0.3888888888888889,-2,0,-738,55.0,4.111111111111111,0.0,0.22666666666666666,False,False,27.0,4.0,1.0,17.0,4.0,0.0,17,15,16.741291317735197,17.880796487566474,1,2,1,1,3,6,11,5,1,1,0,0,2,3
2003,Jose Aldo,Frankie Edgar,2013-02-02,FEATHERWEIGHT,False,Decision - Unanimous,300,5,0,0,0.3,0.22,0.0,0.18,0,0,0,0,5,57,76,253,63,275,0,0,2,11,65,235,24,214,2,8,14,29,9,10,22,29,76,250,55,264,0,3,5,8,0,0,0,0,0,0.07999999999999999,-0.16666666666666666,0,0,-52,253.0,22.916666666666668,0.0,0.03985507246376811,True,False,,,,14.0,3.0,1.0,3,13,23.353297036867815,30.355897199278175,3,0,1,2,0,1,3,6,0,0,0,0,0,5
2002,Alistair Overeem,Antonio Silva,2013-02-02,HEAVYWEIGHT,True,KO/TKO,25,3,0,1,0.71,0.43,1.0,0.0,0,0,0,0,384,0,73,95,42,74,1,1,0,1,22,38,18,40,27,31,2,3,2,2,1,5,14,27,11,30,18,22,9,16,19,22,1,2,-1,0.27999999999999997,0.5,0,0,384,47.5,37.0,0.010416666666666666,0.013333333333333334,False,False,36.0,11.0,0.0,16.0,4.0,0.0,1,2,0.8240104702922354,1.0244956429635792,1,1,1,2,0,0,0,0,1,1,0,0,0,0
2001,Rashad Evans,Rogerio Nogueira,2013-02-02,LIGHTHEAVYWEIGHT,True,Decision - Unanimous,300,3,0,0,0.27,0.26,0.2,0.0,0,0,0,0,15,0,22,81,40,152,1,5,0,0,16,67,28,131,4,10,10,18,2,4,2,3,17,73,37,147,5,8,3,5,0,0,0,0,0,0.010000000000000009,0.16666666666666666,0,0,15,13.5,152.0,0.06097560975609756,0.0,False,False,22.0,2.0,1.0,,,,15,5,20.473182145342957,0.8112519045946618,0,1,5,2,0,0,7,2,1,0,0,0,3,2
2017,Terry Etim,Renee Forte,2013-02-16,LIGHTWEIGHT,True,Decision - Unanimous,300,3,0,1,0.2,0.39,0.0,0.66,0,0,0,0,2,645,14,63,78,154,0,0,2,3,5,49,38,102,4,7,5,11,4,6,4,6,10,57,16,58,3,5,12,17,0,0,19,44,-1,-0.19,-0.5,0,0,-643,63.0,38.5,0.0,0.01935483870967742,False,False,15.0,4.0,0.0,,,,10,1,4.71765617375832,0.0,0,0,1,0,4,0,1,1,1,0,1,1,3,0
2022,Phil Harris,Ulysses Gomez,2013-02-16,FLYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.22,0.22,1.0,0.0,0,0,0,0,9,8,33,150,35,159,1,1,0,3,12,121,8,111,3,8,0,4,18,21,27,44,29,143,35,159,4,5,0,0,0,2,0,0,0,0.0,0.5,0,0,1,75.0,39.75,0.006622516556291391,0.01875,False,False,21.0,9.0,0.0,9.0,3.0,0.0,1,1,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
2021,Vaughan Lee,Motonobu Tezuka,2013-02-16,BANTAMWEIGHT,False,Decision - Unanimous,300,3,0,0,0.41,0.11,0.0,0.06,0,1,0,0,71,471,164,192,17,56,0,0,1,15,7,28,1,28,9,14,0,0,4,6,3,7,6,28,4,34,12,18,0,1,2,2,0,0,0,0.3,-0.0625,-1,0,-400,192.0,3.5,0.0,0.2631578947368421,False,False,12.0,8.0,1.0,19.0,5.0,4.0,3,1,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,1,2
2020,Tom Watson,Stanislav Nedkov,2013-02-16,MIDDLEWEIGHT,False,KO/TKO,282,2,1,0,0.54,0.5,0.0,0.83,0,0,0,0,264,160,72,118,61,102,0,0,5,6,31,66,26,62,23,34,13,16,2,2,0,0,3,16,5,18,50,81,19,29,3,5,15,31,1,0.040000000000000036,-0.7142857142857143,0,0,104,118.0,14.571428571428571,0.0,0.05825242718446602,False,False,15.0,5.0,0.0,12.0,0.0,0.0,1,2,0.0,3.083874301642069,0,2,1,1,0,0,0,0,0,1,0,0,1,0
2019,Andy Ogle,Josh Grispi,2013-02-16,FEATHERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.45,0.26,1.0,0.5,0,2,1,0,791,19,119,153,19,38,2,2,1,2,10,32,0,15,8,9,2,4,1,1,5,7,8,29,6,25,0,0,1,1,11,13,0,0,0,0.19,0.3333333333333333,-2,1,772,51.0,12.666666666666666,0.012987012987012988,0.05128205128205128,False,False,8.0,2.0,0.0,14.0,4.0,0.0,1,3,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
2012,Renan Barao,Michael McDonald,2013-02-16,BANTAMWEIGHT,False,Submission,237,4,0,0,0.32,0.28,0.4,0.0,1,0,0,0,238,0,43,121,29,95,4,10,0,1,28,97,26,92,2,9,0,0,6,6,0,0,25,88,18,77,6,16,7,14,5,8,1,1,0,0.03999999999999998,0.36363636363636365,1,0,238,11.0,47.5,0.08196721311475409,0.010416666666666666,True,False,31.0,1.0,0.0,,,,4,4,18.472645964371324,12.173271228100125,4,4,0,2,2,0,3,2,0,0,0,1,0,0
2018,Paul Sass,Danny Castillo,2013-02-16,LIGHTWEIGHT,True,Decision - Unanimous,300,3,0,0,0.17,0.56,0.0,0.66,5,0,0,0,0,735,23,47,67,104,0,0,4,6,2,20,35,64,1,1,1,1,1,2,2,2,4,23,1,7,0,0,0,0,0,0,37,60,0,-0.39,-0.5714285714285714,5,0,-735,47.0,14.857142857142858,0.0,0.05714285714285714,False,False,13.0,1.0,0.0,14.0,5.0,0.0,4,6,5.811765743297416,0.8797686866854297,0,0,0,1,3,0,0,4,0,1,1,0,1,1
2016,James Te Huna,Ryan Jimmo,2013-02-16,LIGHTHEAVYWEIGHT,False,Decision - Unanimous,300,3,0,1,0.62,0.65,0.4,0.0,0,0,0,0,398,381,121,166,56,77,2,5,0,2,34,58,28,45,7,11,1,1,8,10,5,6,1,11,6,11,14,19,5,5,34,49,23,36,-1,-0.030000000000000027,0.3333333333333333,0,0,17,27.666666666666668,25.666666666666668,0.029940119760479042,0.02564102564102564,False,False,17.0,5.0,0.0,17.0,1.0,0.0,5,1,8.726981626133052,0.9658182250925548,3,1,3,1,0,0,2,0,0,0,1,0,0,1
2015,Gunnar Nelson,Jorge Santiago,2013-02-16,WELTERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.52,0.34,0.5,0.0,0,0,0,0,338,12,47,86,52,134,2,4,0,0,32,67,19,93,4,7,22,28,6,6,2,2,21,48,20,92,6,9,22,30,15,23,1,1,0,0.18,0.4,0,0,326,17.2,134.0,0.04597701149425287,0.0,False,False,10.0,0.0,1.0,23.0,10.0,0.0,1,5,0.9789503953659362,0.0,1,0,0,1,1,0,1,0,0,3,0,0,0,2
2014,Jimi Manuwa,Cyrille Diabate,2013-02-16,LIGHTHEAVYWEIGHT,False,TKO - Doctor's Stoppage,300,1,0,0,0.5,0.64,1.0,0.0,0,0,0,0,142,19,18,36,11,16,3,3,0,0,10,26,1,4,1,3,7,9,7,7,1,1,9,23,2,5,8,10,7,9,1,3,0,0,0,-0.14,0.75,0,0,123,9.0,16.0,0.08108108108108109,0.0,False,False,12.0,0.0,0.0,20.0,8.0,3.0,1,6,0.7342127965244521,5.860115202179641,1,2,2,1,0,1,0,2,0,1,0,2,0,0
2013,Cub Swanson,Dustin Poirier,2013-02-16,FEATHERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.46,0.41,1.0,0.22,0,0,0,0,181,242,80,150,70,158,2,2,2,9,40,100,33,107,11,17,3,8,7,9,22,25,45,107,52,125,5,7,5,9,8,12,1,6,0,0.050000000000000044,0.4666666666666666,0,0,-61,50.0,15.8,0.013245033112582781,0.05660377358490566,False,False,18.0,5.0,0.0,12.0,2.0,0.0,4,6,12.433366337542388,13.057277887870683,3,1,3,0,0,3,1,2,0,0,1,1,0,1
2023,Che Mills,Matthew Riddle,2013-02-16,WELTERWEIGHT,True,Overturned,300,3,0,0,0.56,0.57,0.0,0.35,0,0,1,0,32,675,48,72,126,157,0,1,5,14,12,31,14,24,4,7,3,6,12,12,6,10,11,27,7,16,10,14,5,12,7,9,11,12,0,-0.009999999999999898,-0.3333333333333333,0,1,-643,36.0,10.466666666666667,0.0136986301369863,0.08860759493670886,False,False,15.0,5.0,0.0,6.0,3.0,0.0,3,11,1.0197399951728503,8.278720947395652,1,3,2,1,0,0,0,5,1,1,0,0,0,2
2031,Dennis Bermudez,Matt Grice,2013-02-23,FEATHERWEIGHT,False,Decision - Split,300,3,1,1,0.57,0.5,0.0,0.08,2,0,0,0,324,135,181,277,91,171,0,9,1,12,89,167,49,120,16,25,17,24,15,17,16,18,42,103,39,90,37,56,41,67,41,50,2,5,0,0.06999999999999995,-0.07692307692307693,2,0,189,27.7,13.153846153846153,0.03237410071942446,0.06976744186046512,False,False,10.0,3.0,0.0,15.0,4.0,0.0,3,6,5.632420154223029,0.5604480191585219,2,1,0,0,1,0,2,2,0,2,1,2,0,1
2029,Nah-Shon Burrell,Yuri Villefort,2013-02-23,WELTERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.56,0.42,0.0,0.5,1,1,1,1,139,171,126,222,49,114,0,0,3,6,95,186,24,82,16,20,8,12,10,10,16,18,80,171,43,100,13,13,2,9,28,32,3,3,0,0.14000000000000007,-0.42857142857142855,0,0,-32,222.0,16.285714285714285,0.0,0.05217391304347826,False,False,8.0,2.0,0.0,6.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2035,Brendan Schaub,Lavar Johnson,2013-02-23,HEAVYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.58,0.69,0.62,1.0,1,0,1,0,722,55,77,108,170,213,5,8,1,1,16,27,18,32,2,2,10,11,0,2,8,9,1,5,1,10,5,7,17,20,12,19,18,22,0,-0.10999999999999999,0.05555555555555558,1,1,667,12.0,106.5,0.07339449541284404,0.004672897196261682,False,False,9.0,3.0,0.0,17.0,6.0,0.0,7,3,2.6315398752956938,1.3501847468511121,0,0,3,2,0,0,2,0,3,0,0,1,0,1
2034,Jon Manley,Neil Magny,2013-02-23,WELTERWEIGHT,True,Decision - Unanimous,300,3,0,0,0.2,0.54,0.07,0.8,0,0,0,1,327,308,35,112,97,158,1,13,4,5,12,73,42,93,2,7,15,19,3,5,8,8,12,77,33,69,5,8,22,33,0,0,10,18,0,-0.34,-0.5952380952380952,0,-1,19,8.0,26.333333333333332,0.11504424778761062,0.031446540880503145,False,False,7.0,2.0,0.0,7.0,2.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2032,Sam Stout,Caros Fodor,2013-02-23,LIGHTWEIGHT,False,Decision - Split,300,3,0,0,0.38,0.51,0.33,0.23,0,0,0,0,399,127,86,164,80,127,1,3,3,13,21,81,24,60,20,33,12,20,5,6,11,12,24,93,32,68,18,21,15,24,4,6,0,0,0,-0.13,0.035714285714285726,0,0,272,41.0,9.071428571428571,0.01818181818181818,0.1015625,False,False,19.0,8.0,1.0,7.0,2.0,0.0,14,0,3.548186821375841,0.0,0,0,1,0,0,0,7,0,0,0,1,0,6,1
2027,Urijah Faber,Ivan Menjivar,2013-02-23,BANTAMWEIGHT,False,Submission,274,1,0,0,0.7,0.42,0.0,1.0,1,0,1,0,242,4,29,36,19,23,0,0,1,1,16,23,3,6,1,1,0,1,0,0,0,0,1,3,1,3,1,1,2,3,15,20,0,1,0,0.27999999999999997,-0.5,1,1,238,36.0,11.5,0.0,0.041666666666666664,False,False,26.0,6.0,0.0,25.0,9.0,0.0,4,6,0.0,9.912917771215717,0,1,0,1,2,2,1,1,0,0,0,1,2,2
2026,Lyoto Machida,Dan Henderson,2013-02-23,LIGHTHEAVYWEIGHT,False,Decision - Split,300,3,0,0,0.5,0.31,1.0,0.33,0,0,0,0,5,113,28,55,54,98,1,1,1,3,17,36,5,31,9,14,5,9,1,4,10,24,23,50,14,55,0,0,5,7,4,4,1,2,0,0.19,0.25,0,0,-108,27.5,24.5,0.017857142857142856,0.030303030303030304,False,False,18.0,3.0,0.0,29.0,8.0,0.0,13,6,29.152802217544266,6.984694587783704,1,4,4,1,1,0,6,3,1,0,1,1,1,2
2028,Josh Koscheck,Robbie Lawler,2013-02-23,WELTERWEIGHT,True,KO/TKO,237,1,0,0,0.5,0.6,0.33,0.0,0,0,0,0,194,14,5,7,16,22,2,6,0,0,1,3,7,13,1,1,2,2,0,0,0,0,0,2,0,4,0,0,2,2,2,2,7,9,0,-0.09999999999999998,0.2857142857142857,0,0,180,1.0,22.0,0.75,0.0,False,False,19.0,6.0,0.0,19.0,9.0,0.0,21,7,13.899037019698696,0.0,0,0,6,3,3,0,6,2,2,1,1,2,4,0
2033,Kenny Robertson,Brock Jardine,2013-02-23,WELTERWEIGHT,False,Submission,177,1,0,0,0.69,0.33,1.0,0.0,2,1,0,0,155,0,27,32,1,3,1,1,0,0,8,12,0,2,0,0,0,0,1,1,1,1,1,3,1,3,0,0,0,0,8,10,0,0,0,0.35999999999999993,0.5,1,0,155,16.0,3.0,0.030303030303030304,0.0,False,False,11.0,2.0,0.0,9.0,2.0,0.0,2,1,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
2025,Ronda Rousey,Liz Carmouche,2013-02-23,BANTAMWEIGHT,False,Submission,289,1,0,0,0.5,0.66,1.0,0.0,1,1,0,0,227,52,41,50,22,24,1,1,0,0,6,13,4,6,1,1,0,0,0,0,0,0,1,5,3,5,2,2,1,1,4,7,0,0,0,-0.16000000000000003,0.5,0,0,175,25.0,24.0,0.0196078431372549,0.0,True,True,6.0,0.0,0.0,8.0,2.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2030,Michael Chiesa,Anton Kuivanen,2013-02-23,LIGHTWEIGHT,False,Submission,149,2,0,0,0.1,0.32,0.2,0.0,2,0,0,0,128,51,9,54,18,55,1,5,0,0,3,46,11,42,2,4,7,13,0,0,0,0,3,46,13,50,2,4,5,5,0,0,0,0,0,-0.22,0.16666666666666666,2,0,77,9.0,55.0,0.09090909090909091,0.0,False,False,8.0,0.0,0.0,17.0,5.0,0.0,1,2,2.675549539332099,0.3283781965314686,1,1,0,0,2,0,0,1,0,0,0,1,0,1
2024,Court McGee,Josh Neer,2013-02-23,WELTERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.49,0.41,0.4,0.0,0,0,0,0,288,4,198,368,71,160,2,5,0,0,116,270,45,131,34,47,11,14,16,17,7,7,129,275,52,137,15,24,11,15,22,35,0,0,0,0.08000000000000002,0.3333333333333333,0,0,284,61.333333333333336,160.0,0.013550135501355014,0.0,False,False,,,,33.0,12.0,1.0,5,14,2.196521492589123,0.0,0,0,0,1,2,3,2,2,0,1,0,3,2,5
2046,Marcelo Guimaraes,Hyun Gyu Lim,2013-03-02,WELTERWEIGHT,True,KO/TKO,240,2,0,1,0.47,0.46,0.16,0.0,0,0,0,0,64,2,53,116,63,135,2,12,0,0,21,66,41,109,9,11,10,14,17,22,11,11,47,98,60,132,0,0,0,0,0,1,2,2,-1,0.009999999999999953,0.15384615384615385,0,0,62,8.923076923076923,135.0,0.10256410256410256,0.0,False,False,8.0,0.0,1.0,10.0,3.0,1.0,1,0,0.32583729688159013,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
2045,Dong Hyun Kim,Siyar Bahadurzada,2013-03-02,WELTERWEIGHT,False,Decision - Unanimous,300,3,0,0,0.39,0.2,0.5,0.0,1,0,0,0,674,2,182,221,25,45,3,6,0,0,16,51,4,20,6,6,0,2,1,1,1,2,6,12,4,21,0,0,0,0,17,46,1,3,0,0.19,0.42857142857142855,1,0,672,31.571428571428573,45.0,0.02702702702702703,0.0,False,False,16.0,2.0,1.0,21.0,4.0,1.0,10,1,6.19125583145659,0.8949598734578768,1,1,1,1,0,0,7,0,2,0,0,0,0,1
2044,Alex Caceres,Kyung Ho Kang,2013-03-02,BANTAMWEIGHT,True,Overturned,300,3,0,0,0.53,0.37,0.0,0.55,0,0,3,2,297,377,80,112,33,69,0,0,5,9,18,42,11,35,9,11,2,4,3,3,3,4,10,30,11,35,1,1,1,1,19,25,4,7,0,0.16000000000000003,-0.5,0,1,-80,112.0,6.9,0.0,0.12857142857142856,False,False,8.0,4.0,0.0,10.0,6.0,0.0,6,0,2.843550506674955,0.0,2,0,0,0,1,0,2,0,0,0,2,0,1,0
2043,Cristiano Marcello,Kazuki Tokudome,2013-03-02,LIGHTWEIGHT,True,Decision - Unanimous,300,3,0,1,0.43,0.42,0.25,1.0,0,0,0,0,55,506,67,117,90,178,1,4,2,2,21,57,20,58,7,11,8,10,5,8,5,9,24,64,22,50,8,11,3,3,1,1,8,24,-1,0.010000000000000009,-0.4666666666666666,0,0,-451,23.4,59.333333333333336,0.03389830508474576,0.0111731843575419,False,False,13.0,4.0,0.0,,,,2,0,0.3504958123796569,0.0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
